image1,image2,image3,choice
652,421,424,1
1180,502,1615,3
946,794,1238,3
342,905,332,3
1735,898,619,3
371,1430,1847,2
657,1358,467,1
1025,257,1245,1
200,18,1325,2
1019,1321,1544,2
366,1120,1204,1
651,1451,846,3
690,2,937,1
569,1248,176,1
38,362,649,3
345,1312,292,3
743,848,1562,1
365,26,1651,2
1445,1135,929,3
20,501,45,2
662,637,949,3
1100,1511,1780,3
720,995,762,3
156,1695,71,3
384,742,1076,1
738,460,502,3
76,428,35,2
1425,1252,1747,1
990,461,1497,1
890,290,1816,1
1016,746,352,1
332,472,949,2
373,1639,435,3
1698,695,1734,1
359,711,1718,3
867,588,1181,3
241,719,71,2
1253,182,152,3
739,506,1698,3
268,785,1636,1
1418,505,293,1
702,1681,419,1
272,61,388,3
1297,1259,291,2
494,1366,1093,1
1619,974,244,2
614,1092,1371,2
263,1530,1743,2
98,47,1533,3
1061,1171,1714,1
1753,1326,96,3
1489,657,1142,2
282,1106,1734,1
393,1171,1541,1
1102,236,394,2
1346,1310,917,3
667,152,367,3
129,1561,1716,1
1531,616,1545,2
253,1435,1204,2
1327,161,690,3
887,1234,753,1
979,1722,101,2
646,913,392,3
1576,1722,1848,1
1546,93,1819,1
1565,1351,780,3
15,325,1396,1
565,236,1027,3
1710,688,443,3
1060,675,301,2
778,538,58,2
221,1000,1121,1
385,1277,17,2
857,1528,1281,3
1042,694,1101,2
1185,439,1157,1
953,295,1044,3
1445,613,1096,3
1717,229,1304,2
856,1200,1639,2
253,1455,1629,1
1442,1354,593,2
708,13,1622,2
1342,1453,913,1
938,1363,1749,3
360,740,394,2
1381,959,1104,2
1759,795,574,1
433,1524,181,3
1184,1572,995,2
1684,1753,843,1
66,810,118,2
25,203,1191,1
1116,649,227,2
517,1716,1488,3
196,1277,191,2
1034,631,1229,1
1138,1313,339,2
973,308,1005,3
969,301,1807,1
505,91,1665,2
1545,52,1602,3
936,1554,1485,3
555,1569,1129,2
782,403,693,1
1417,462,791,1
642,659,687,3
1596,1797,573,2
404,1039,1349,2
1737,1419,1492,3
424,417,648,1
1193,1602,1643,3
1392,1465,268,1
9,1663,739,1
614,978,629,2
1287,1176,1349,1
559,1131,608,1
586,923,1457,1
1634,1706,1569,3
622,1848,776,2
603,354,419,1
1084,134,592,3
1340,1649,618,3
593,1088,908,2
749,1674,1412,2
1572,1294,645,3
227,1768,993,2
1585,1574,205,1
258,574,48,1
721,620,1435,2
1445,1394,437,3
1332,1504,437,3
298,1316,1422,1
1547,1773,1712,2
910,347,1157,2
1199,1192,42,1
1629,149,1671,2
76,1507,1145,1
1488,545,839,3
520,768,483,3
1286,11,1691,2
1110,835,1462,1
1797,1395,1328,3
149,746,1390,3
790,756,1212,2
658,546,1542,3
1582,1285,364,2
1406,964,810,2
1615,1555,1144,1
889,887,1503,1
1489,353,1029,2
567,1040,1126,2
1265,987,267,2
1822,180,514,1
99,1745,86,3
376,1212,1779,2
55,237,1374,3
891,1354,1516,2
286,27,1033,2
1226,366,1053,3
465,623,238,2
425,475,939,3
1196,1360,339,1
1025,322,762,1
800,1563,1441,2
1525,1037,113,2
501,84,1138,3
912,580,1384,1
165,460,1195,2
425,551,1566,2
84,1323,1225,1
1845,412,1559,1
1342,1295,1637,1
1518,1297,1234,3
1685,1168,918,3
979,1711,1166,1
247,96,901,1
1068,801,1732,3
159,346,1559,3
454,614,511,2
1234,1279,962,1
245,1491,1710,1
1626,767,7,3
682,1481,523,3
635,909,956,3
969,1734,1727,1
281,1752,678,2
1130,1811,1199,3
80,348,598,2
1772,111,1531,1
108,954,687,1
317,1363,510,3
726,283,892,1
363,21,194,1
1171,363,1373,3
884,1336,665,2
283,1565,498,3
123,403,1211,1
1058,807,584,1
683,274,1472,3
301,202,275,1
389,92,843,3
955,862,1674,1
1280,681,321,3
304,595,194,1
93,576,983,1
650,118,1374,1
623,885,33,3
372,1837,1755,3
790,82,657,3
14,1214,572,1
217,1405,1389,2
654,12,216,3
1613,1172,460,1
745,1339,892,2
1226,597,573,2
712,550,959,3
1125,657,1178,3
1271,1197,239,3
251,860,991,3
1786,1657,1204,3
70,55,654,3
625,1324,1050,2
6,464,671,1
64,634,1088,1
192,455,1398,2
813,83,1378,1
1608,257,287,1
583,1659,15,3
546,692,169,3
1811,12,51,1
539,1223,840,3
1712,520,1091,1
786,870,1653,3
1458,141,600,3
1023,116,1674,2
1685,42,1080,3
1312,1684,860,3
1227,1366,1661,1
810,271,1228,2
1482,1076,311,2
489,1086,1398,1
679,941,238,3
443,1494,760,2
287,775,877,3
1702,1051,324,2
1229,1125,1753,1
1048,527,268,3
577,722,898,3
146,1021,209,2
1779,1286,1253,2
1569,1584,1700,1
1808,187,214,1
509,1756,171,3
111,628,625,3
415,593,1598,2
276,42,624,2
605,1012,775,3
480,1570,309,1
1508,745,1658,3
1222,1797,1246,1
800,1689,1325,2
1479,313,1637,2
1765,817,573,1
137,398,625,2
1537,359,1398,3
280,881,815,2
774,600,926,1
990,1805,837,3
1604,476,763,1
509,945,1713,2
1305,1298,27,2
1444,937,252,2
174,1835,1831,2
1722,392,1463,1
89,1051,104,1
1216,564,1835,3
338,496,292,2
403,1382,1166,3
842,1653,338,3
1341,380,408,2
1825,1763,1460,3
504,1762,162,3
666,1330,662,1
341,1299,663,3
1621,746,1595,1
1363,1848,153,2
1225,395,1484,1
1667,108,581,2
1267,1109,396,1
1774,1145,1077,3
243,790,218,3
1789,719,72,2
31,635,1225,2
1120,876,705,3
4,1243,191,3
1323,349,1498,1
714,1206,1486,1
1280,320,311,3
823,451,702,3
591,1396,1415,1
1326,124,1059,3
128,1648,945,3
1347,886,338,3
157,915,1669,3
74,1165,587,2
833,537,1757,2
187,1595,1052,2
1214,849,1496,3
1085,1647,658,2
1293,1212,1441,2
1740,192,345,3
711,867,1076,3
1633,686,301,1
1218,797,605,2
782,424,1094,3
654,1783,1502,3
1570,1513,357,1
579,1836,337,1
1065,506,558,2
427,894,605,1
1306,811,1408,3
157,671,647,2
174,130,1235,3
485,847,90,3
403,1260,238,2
705,1087,77,2
1432,414,1520,1
1355,257,1112,1
283,985,456,3
1131,1239,323,2
1005,701,810,3
1599,750,1613,3
1339,1280,932,2
1851,20,993,2
1110,481,1738,2
1707,184,1441,2
915,625,1131,2
1217,1193,419,2
908,1066,947,2
701,340,692,3
15,1021,688,2
211,1462,1441,3
1690,77,721,3
560,309,82,3
791,828,252,2
764,573,1311,2
229,135,1431,2
574,741,967,1
880,1055,41,2
350,1549,597,1
896,1310,242,3
999,1318,1246,2
5,595,1769,3
259,673,695,2
1357,1670,1809,1
1572,1838,1359,2
630,1346,393,2
1188,1035,724,2
983,661,741,3
1796,1802,1708,2
295,1745,279,2
869,1040,653,2
1593,1824,89,1
622,569,210,3
1666,210,1477,2
774,1239,969,3
1548,111,1655,3
639,1611,380,1
442,1451,1618,3
276,704,652,2
70,808,333,3
1470,389,1627,3
1722,1595,655,3
913,1669,351,3
560,539,1635,1
187,569,171,1
36,651,1242,3
455,947,1545,3
159,303,74,3
1264,102,1545,1
1230,1192,304,2
595,639,1327,1
834,1377,420,1
219,1749,1548,1
102,203,1181,2
1129,342,1141,2
4,301,1557,3
1734,49,520,1
281,803,1497,1
422,604,1037,2
533,249,1760,2
1589,695,1310,2
527,1193,260,3
1399,1277,950,3
627,409,673,3
1610,1356,1725,3
1854,719,1803,2
1150,1427,381,2
606,1794,251,3
10,531,605,1
579,132,274,3
1725,377,1389,2
340,1498,1846,3
251,968,878,1
749,1226,1437,2
1554,747,1594,2
844,382,1782,3
1517,715,1081,2
199,862,1479,2
87,825,1811,3
887,401,1688,1
208,683,1601,3
1491,184,1328,1
1464,194,737,3
1369,983,227,2
1772,166,1585,3
954,297,229,3
1096,381,975,1
1015,692,22,1
905,973,1411,1
651,652,1441,1
996,637,1038,1
575,1845,375,1
1243,344,1787,2
249,529,1308,3
1237,1131,826,1
1620,285,971,1
1703,1661,1446,3
690,626,1378,2
481,1061,993,3
1470,1013,1845,3
604,441,470,2
993,1274,1213,1
1615,687,1144,1
385,383,6,3
665,352,344,1
667,157,133,3
930,230,409,3
1568,763,1627,3
1538,1284,330,2
775,727,1291,1
1662,1652,462,3
825,788,1197,2
1431,1300,718,2
9,1759,247,2
1729,1338,1182,3
1141,399,1469,3
749,954,505,3
58,642,78,3
373,782,611,3
1285,1016,1610,2
681,102,861,1
391,517,1426,2
1318,338,1769,2
1080,836,1087,1
1394,970,677,2
1061,223,356,1
1389,513,1769,3
1130,158,171,2
1472,1774,1175,1
1121,1095,775,2
1495,1630,734,1
374,742,611,1
1754,759,1672,3
450,215,1832,1
918,691,1460,2
905,887,989,2
811,1766,1534,1
1312,920,734,1
1771,41,166,3
1598,378,1817,2
1517,340,562,3
757,701,1805,3
159,1243,1041,2
816,843,1756,1
1566,1401,355,1
954,999,1128,1
1697,1215,401,1
1260,1008,523,2
370,398,851,2
1147,1846,504,3
622,1147,1668,3
385,1746,1801,3
842,959,1229,2
664,200,1496,2
897,63,424,1
209,1675,1363,1
1757,1675,1844,2
961,417,949,2
1366,185,799,2
1500,268,38,1
1193,768,634,1
958,848,960,2
61,481,1591,1
253,107,1284,2
1676,305,1618,3
177,559,1124,3
976,1456,291,1
352,1650,1802,3
970,108,1168,2
1489,517,1507,3
1539,690,348,3
309,442,349,3
1766,290,352,2
921,886,1038,2
1533,861,1232,1
1062,1542,1832,1
567,1330,122,3
684,568,1171,3
495,393,1233,3
1542,275,658,1
865,371,403,1
877,25,1100,3
1185,113,1150,2
71,1313,890,2
1070,486,1216,1
714,619,858,2
503,1423,1728,3
943,1692,694,3
1476,577,575,1
1522,1199,1592,1
260,1549,695,3
454,142,1210,1
872,89,785,1
1162,198,711,3
776,371,976,3
1593,1777,664,3
206,245,1439,3
972,1305,806,2
1212,1327,1417,1
1139,237,1263,2
138,776,1473,1
682,1326,224,2
1445,683,818,2
1701,313,965,3
133,803,396,3
618,970,1533,1
1687,1581,359,1
1772,1342,41,3
1262,1519,1807,1
898,31,81,2
837,1209,444,1
1009,849,1593,2
149,79,1221,3
1246,1149,146,3
1601,1745,1340,2
540,1553,1785,3
1638,951,240,2
43,1265,1215,3
1209,763,1625,3
1481,1217,1367,1
1802,1503,304,1
349,132,569,3
65,517,1732,1
1720,1473,726,3
927,894,410,1
33,1078,619,3
1282,562,1573,1
1727,1455,990,2
1744,1768,896,2
1399,587,727,1
1808,992,1267,3
1609,837,1843,1
714,540,1427,1
211,1622,293,2
411,371,824,3
1524,90,1851,3
1024,1850,1181,2
1658,1187,1778,2
327,817,1516,3
680,290,994,2
1103,85,685,2
724,948,111,1
625,595,575,3
218,1019,1293,2
1178,1770,544,2
785,767,1342,1
1166,169,844,2
1235,413,733,3
220,1123,1216,2
319,1129,363,1
755,1345,227,3
157,275,1792,3
85,1019,814,1
1572,1764,1345,1
1640,39,473,2
610,1183,1525,1
157,1019,412,1
1031,1366,39,1
569,1651,163,2
36,556,1702,2
211,631,940,3
1188,1107,1157,2
546,968,972,1
1165,1008,859,2
1520,1604,1353,2
1098,1716,1709,3
871,66,1617,1
1694,1141,855,2
1562,1835,838,1
708,259,1198,3
1852,762,892,2
1453,827,541,3
1160,305,1495,3
1222,1728,1188,3
1260,1428,904,3
1229,690,1440,1
553,1572,441,2
680,1628,978,3
1104,750,68,3
1542,1075,1161,2
300,211,1676,3
398,989,1740,1
1502,459,1591,3
1690,858,93,3
1050,1347,260,2
888,1324,939,3
1391,258,11,3
419,1766,1338,3
884,747,1625,3
1722,1330,872,1
1315,372,349,2
1002,1068,670,1
4,212,906,2
1123,799,1568,2
630,294,1771,3
61,81,692,3
1629,1818,1807,3
1176,1226,115,1
1022,1433,392,2
465,380,766,3
359,998,820,2
1091,994,839,3
1227,1409,1203,1
667,1752,1632,1
968,1275,599,2
1783,407,1329,2
1694,237,1608,3
1122,1433,1296,1
1624,191,541,1
1763,649,257,2
884,1356,983,2
463,1504,1036,1
952,1650,718,2
1316,192,1787,1
625,1707,1473,2
1203,1382,159,3
96,1192,1323,3
1792,1680,1145,2
1655,173,1221,2
679,399,1458,3
1134,177,708,1
861,342,867,3
1619,1219,1571,1
890,1819,1436,2
1797,625,1425,2
1263,1638,1347,1
41,847,1026,1
1426,947,552,3
1327,963,1610,2
1655,1616,1294,3
1080,1521,429,1
1344,234,1848,2
915,117,1693,1
593,1769,1710,2
1807,596,726,3
1167,575,357,2
1,237,1558,1
1054,1095,1427,1
971,484,1433,2
688,448,1518,3
1051,1303,1837,3
503,1166,1355,2
1729,319,1735,2
1831,1237,1538,2
1600,399,655,3
1195,131,1078,2
1719,734,110,1
1681,1672,1096,3
1768,1422,1435,3
148,657,331,2
1188,1108,1363,1
425,1682,263,3
576,1272,571,1
1661,1313,655,2
34,1143,1705,1
1806,1049,1741,2
35,638,821,1
1562,1331,51,2
467,938,1042,2
1607,32,951,2
1192,155,344,3
96,182,495,2
1113,1041,519,2
1755,1357,1690,1
1381,1633,1190,2
1013,996,1803,2
724,1278,666,1
380,560,10,1
1017,946,1465,1
1233,466,1832,3
1519,531,281,3
1752,1038,1290,1
549,1089,201,2
209,249,1320,2
1151,477,553,2
539,736,1577,3
197,289,1099,3
879,650,911,1
47,966,1673,3
1130,1401,771,3
295,1155,1640,3
1783,222,1819,2
1168,1699,751,1
1106,1667,723,2
1236,1509,341,1
380,745,1040,1
124,149,295,1
391,466,622,3
1033,1239,1024,1
1489,518,1472,3
990,44,296,2
1563,65,279,2
760,693,592,3
1564,1684,1178,3
342,147,554,3
1371,204,883,1
912,1099,973,1
432,470,853,2
562,159,998,2
63,241,631,2
892,1386,662,1
493,1358,665,1
114,934,1553,1
795,779,584,1
1837,960,1015,2
519,840,1574,1
1335,84,1453,1
222,1482,625,2
229,1767,1089,1
1446,131,311,3
1312,662,720,3
1602,1482,1614,2
330,1488,1595,1
533,1046,481,3
1213,1216,49,2
1191,808,1528,2
338,595,959,3
73,80,1169,3
435,864,684,1
79,1106,279,3
299,944,1511,1
671,38,115,2
1331,236,359,3
562,1294,798,1
952,329,1364,2
1495,1155,384,2
1282,1717,1112,3
1433,231,865,1
1074,1161,138,1
405,42,1762,2
578,1752,61,1
1613,630,39,1
1707,373,1135,1
1496,61,784,3
1755,1104,301,3
127,43,18,1
323,1082,1771,1
890,452,1103,2
943,283,128,2
1439,208,371,2
875,697,256,1
5,1084,620,1
278,1654,1729,3
1824,2,532,1
383,1499,1538,3
1252,1424,856,2
20,176,771,3
777,292,1450,2
1447,526,171,1
884,147,1150,3
815,1482,678,3
35,552,200,1
573,46,7,1
608,155,1656,1
36,595,957,2
777,1316,77,2
819,2,355,2
1783,303,1338,1
143,1162,1589,3
1322,126,1759,2
165,1355,1212,2
1059,1631,261,1
423,197,239,1
408,1220,1500,1
1297,1701,226,3
936,510,18,2
1588,864,1534,3
1659,298,1358,1
983,1071,1749,3
1761,521,1613,3
1623,160,65,2
1820,1554,757,2
899,815,1215,1
665,1287,1091,3
1794,322,531,3
880,576,66,3
502,170,1305,2
1236,932,116,2
336,510,1014,2
1754,312,657,3
900,662,1433,2
1045,257,1660,3
1481,1729,1746,1
314,315,1399,3
1459,1497,1172,3
1545,413,961,3
1039,817,742,3
1588,810,1230,3
1501,1825,1262,3
1248,1635,287,3
1137,1323,766,3
644,1210,1186,1
1531,1124,1699,2
1280,1642,499,1
658,164,1528,1
1026,752,1084,1
38,145,1272,3
524,1329,608,3
1152,1509,490,1
792,1112,1192,2
457,1848,1336,3
1722,1816,1794,3
70,1531,52,3
1436,981,1786,1
494,702,1809,2
916,1343,1028,3
159,355,1411,3
949,1407,1065,3
583,1621,1026,1
229,673,750,3
1560,1183,1028,3
811,781,509,3
583,1742,56,2
93,461,822,3
887,1368,8,3
1801,1720,67,2
715,110,1329,1
1075,1216,219,1
844,50,963,3
659,1675,1671,3
1600,218,522,2
1753,965,1201,2
310,46,1692,1
1051,305,40,3
1188,1451,931,3
1264,1126,440,2
172,1356,1337,2
585,447,1327,2
174,1785,960,1
871,686,1365,3
126,924,1772,3
164,1172,47,2
118,893,768,1
1478,1081,1083,3
806,1261,1375,1
1024,131,1516,2
1837,630,427,3
1639,998,1333,3
1786,1489,591,2
217,645,396,2
1411,1321,412,3
1765,1017,438,3
324,895,1183,2
1217,1292,1067,3
813,299,469,1
66,831,6,1
922,714,462,3
811,979,1146,3
1462,700,1837,3
100,995,681,3
342,935,397,2
1495,494,1332,3
1543,398,1533,3
178,485,16,1
845,1579,602,2
1340,1844,1463,2
847,848,1298,1
718,1046,579,3
1265,1567,765,1
191,707,375,2
788,531,1364,2
501,20,11,1
509,851,286,2
1119,1285,16,1
245,39,327,2
1796,1676,1283,1
1764,114,1265,3
1521,99,996,3
502,718,256,1
1328,238,807,1
1180,83,2,3
69,1554,871,2
859,162,1690,1
1385,987,1103,2
341,740,1737,2
1256,234,619,1
401,1001,379,2
1184,955,1227,3
20,1010,1133,3
658,715,966,2
1440,1225,1191,1
879,1311,284,3
348,1381,350,1
908,39,762,1
26,341,139,1
1381,509,557,2
604,1370,353,1
994,786,1744,2
1146,1729,1680,3
400,1764,385,3
897,1446,158,2
345,1767,1573,2
862,544,1561,3
568,1230,1378,2
165,446,185,3
758,188,268,2
1416,681,1524,1
740,1650,593,1
617,1676,1406,1
1276,121,548,2
979,992,581,1
1499,438,855,2
627,3,756,1
1484,1066,1379,2
1317,1483,237,2
7,934,237,1
1474,822,1017,3
416,1073,969,3
1511,1459,105,1
930,542,1220,3
1348,222,667,2
1098,1661,1020,2
1139,846,1076,2
230,710,1170,3
823,1036,144,2
18,1436,1471,1
441,829,1148,3
1617,1138,1367,2
151,283,1626,2
1379,1822,1571,3
1532,523,1194,2
809,577,1304,3
1320,1185,1841,1
1433,337,1512,3
297,1692,322,3
715,81,1405,3
240,1013,301,3
1208,1401,1677,1
155,1002,453,2
1030,559,665,1
747,594,1707,1
1712,789,545,1
1636,567,476,1
282,730,1482,1
402,1288,589,1
1610,1228,618,3
238,771,1542,1
72,657,1377,3
1549,1582,554,2
835,1224,64,1
1772,677,1262,2
1556,809,102,3
1684,552,1505,1
1485,132,756,3
1597,227,380,2
1705,1303,691,3
1214,852,1680,3
1288,1411,476,2
1790,326,283,1
81,1770,1310,1
1698,871,910,1
618,713,898,3
1346,1770,221,2
788,1169,992,2
831,1531,951,2
884,1497,334,2
1204,62,1275,2
646,429,553,2
1255,997,1645,2
812,354,1292,1
114,1450,1655,2
668,1749,220,2
605,554,1610,2
1697,1458,1465,2
461,317,742,3
263,156,92,2
1166,221,280,2
1311,1802,1200,3
1551,199,1698,2
524,1028,1058,3
1027,1847,747,1
399,1232,912,1
1725,692,593,3
1516,991,139,3
142,1101,11,2
1179,264,1482,2
49,867,647,3
1087,866,495,2
171,1292,400,2
798,466,1190,3
581,978,286,2
1191,1039,99,2
979,1480,1843,2
138,135,1559,2
1079,759,827,2
512,722,1132,3
169,740,1437,2
1353,522,1133,1
1426,1168,644,2
843,1728,1782,1
532,1344,1717,2
318,1098,721,3
1501,455,1660,3
1686,908,419,1
149,62,198,3
234,733,7,1
865,1646,1842,3
1111,899,112,1
293,1348,1728,1
540,161,256,1
1501,162,625,2
760,316,1666,2
1623,1233,263,1
856,86,1101,3
729,1001,678,1
844,711,62,3
1139,995,307,3
1415,1701,567,1
1097,501,1852,3
43,1126,940,2
1822,467,719,3
503,1663,941,3
15,694,1310,2
925,45,1324,1
1620,555,1519,2
1635,194,407,3
680,270,1682,3
270,697,44,1
1793,216,1252,1
824,341,1379,3
1341,1224,414,1
111,979,363,3
1349,1000,599,3
206,1805,758,2
458,539,218,3
655,1561,466,2
1593,86,1281,3
1828,1245,1617,2
1770,1450,351,1
1627,907,1207,3
959,674,1763,2
186,452,918,2
1617,1805,1076,2
1835,108,1392,2
1789,1547,136,3
841,114,974,1
671,1359,1569,1
1203,1613,1460,3
808,1849,1777,2
41,701,1079,2
485,585,157,2
1733,1374,1588,2
1689,32,797,2
1127,1330,1636,1
1813,1493,891,2
1642,28,311,3
1408,1776,250,2
517,105,1640,2
192,1697,1767,1
1492,55,874,1
731,283,1391,3
15,367,244,3
1550,31,644,2
793,1518,928,1
53,1358,1251,1
1388,10,1652,2
556,1615,698,2
1329,1005,381,2
1079,282,1755,3
905,1528,201,3
1525,1720,1252,1
1612,520,963,2
475,1765,1284,3
1382,49,1698,1
1518,1520,529,3
1637,1084,1778,1
1632,183,613,2
691,1730,1045,3
164,1176,31,2
1783,1486,1207,3
650,1175,534,3
205,1449,546,3
371,1233,570,3
592,1303,1286,3
1323,241,73,1
1852,1111,1220,3
1820,960,1299,2
113,63,804,3
161,55,1063,1
35,965,1528,2
361,241,1419,3
215,390,978,1
934,958,1235,3
604,190,1123,3
1258,1583,1308,1
985,1838,1806,1
1063,195,1295,2
1250,239,520,3
1755,1207,657,2
143,699,1463,2
1666,1591,1329,2
31,794,1535,1
979,268,1714,2
1260,726,1580,1
1055,48,567,2
148,1678,684,3
749,466,919,3
1440,532,894,3
708,709,1048,1
196,1597,945,2
1363,390,1676,3
1140,512,572,1
1666,1834,494,3
1006,737,409,3
1548,1717,598,2
1580,509,863,3
138,728,1727,2
312,431,719,1
1637,1099,1302,1
1604,1542,463,3
1778,539,1526,2
507,515,175,1
972,861,1094,3
859,722,482,3
1387,1222,128,1
1845,834,654,1
500,938,1632,2
564,463,733,3
1230,211,994,2
769,1272,707,1
530,1018,16,1
819,966,1853,3
426,934,1556,2
1677,1154,203,1
362,1001,209,2
1102,771,813,3
1756,1760,1394,3
56,1661,1164,1
204,970,397,3
553,1342,586,2
815,735,1209,2
1336,961,986,3
397,948,1789,2
630,885,961,1
974,220,779,2
1057,408,434,3
644,1090,1767,2
429,307,1265,1
752,940,330,1
1506,315,409,3
1778,1729,1238,1
1277,1315,1680,2
375,1,218,2
1614,1841,1804,1
1212,950,1585,2
429,857,259,2
497,1466,484,3
1114,478,382,2
221,1812,1177,2
627,821,814,3
574,1590,223,1
306,612,1822,3
873,1422,1600,1
1251,16,1851,1
1678,453,1125,3
289,1594,384,2
348,1635,1791,1
572,315,82,1
199,166,445,3
177,608,948,2
605,893,1575,3
1313,71,1111,1
975,1381,230,3
59,1571,1051,2
303,1627,866,2
1464,139,341,3
1037,737,1805,3
1445,268,1775,1
289,66,863,3
414,1296,1505,2
22,1161,1068,2
1265,876,1235,1
1755,1005,615,3
1470,978,391,3
298,182,1538,1
653,236,697,1
917,1534,583,3
529,1187,924,2
872,99,19,2
1598,872,563,2
630,419,1655,2
1245,1654,763,2
255,788,128,2
545,68,218,1
1237,144,1042,1
1328,996,1329,2
500,1121,1162,3
508,151,1660,1
701,1175,1152,2
901,1061,1048,1
356,384,1624,3
192,321,289,3
642,1244,91,2
964,1188,1324,2
767,18,1485,1
1405,225,509,1
262,104,1068,1
965,1333,1180,1
483,1324,866,1
1003,1019,47,2
1505,19,550,2
646,217,1252,1
1700,854,336,3
1337,609,1201,2
330,84,1818,2
676,648,819,1
1740,340,1735,3
1090,998,1597,2
1348,1356,1709,3
1178,1132,1797,2
1442,1249,792,3
1638,268,1002,3
1679,1337,376,2
793,1706,17,1
719,726,1261,2
1854,1429,1736,1
1517,1444,1509,3
1160,489,1427,3
187,1133,1125,1
447,7,674,2
173,1054,829,1
1517,286,1687,3
455,324,429,2
682,1027,1669,2
1543,527,756,2
108,1263,518,1
1716,973,1013,1
1800,270,708,2
1149,1506,240,1
513,251,1351,1
1456,819,1125,1
1210,1549,1121,1
2,1123,1399,2
600,1233,1849,3
918,1215,1367,1
1577,959,1063,2
647,155,447,1
306,707,604,3
587,320,682,3
288,203,1753,3
713,1238,77,2
271,1485,604,1
1785,582,1084,2
640,1260,617,3
62,532,758,3
33,1549,30,2
996,1283,1309,2
1613,26,1444,2
110,828,223,3
249,1103,94,2
1777,56,786,1
199,1656,589,1
961,91,958,2
1747,1768,597,3
844,1499,1631,2
1756,495,672,3
1796,242,364,3
344,1530,1570,2
953,381,1299,3
952,870,169,1
1224,1088,562,1
1061,275,339,2
1734,1206,380,2
838,794,32,3
1083,88,1759,2
997,1199,609,1
1811,79,1197,2
1645,786,894,3
793,69,479,1
1432,619,1049,2
47,865,1367,1
741,979,1784,1
1815,197,1529,1
1414,310,967,1
266,645,265,3
1689,20,629,1
619,794,466,3
1320,1214,1123,1
1107,1223,1384,3
1546,808,1100,1
1706,1553,810,2
1572,1718,1131,3
141,193,560,2
1105,754,1717,1
798,248,50,1
498,668,370,3
1045,691,1342,1
149,1246,1238,1
1228,149,357,1
389,1270,1284,2
134,1211,1587,1
315,1553,24,1
1707,1048,674,3
1222,660,1600,2
1478,858,1291,1
1107,873,1256,3
1503,493,76,2
1777,1770,191,1
92,361,373,2
920,1818,1256,2
156,1409,1353,3
432,1843,27,1
634,441,1315,2
1842,41,1626,1
913,1047,897,1
705,923,1742,2
1635,1620,474,3
1260,415,1210,1
1433,268,1336,1
194,1524,202,3
1474,552,1804,1
1624,1588,1548,3
1799,801,140,2
803,1092,1080,2
1777,1225,421,2
1235,1407,1036,2
313,1269,1620,1
1234,1327,1299,2
1141,302,5,3
1521,659,1480,2
27,897,167,1
1296,335,752,2
48,658,269,2
1641,754,1234,3
124,59,1416,3
1362,46,1549,1
694,1028,609,2
922,1334,1547,2
1714,522,447,3
435,1274,662,1
726,1168,1555,3
690,1094,189,1
242,254,31,2
1461,370,757,3
1234,1686,1502,1
1559,1500,1132,1
1276,1188,836,1
845,423,1435,1
1418,861,946,1
1066,189,1815,2
635,426,1716,1
634,1440,113,3
1396,1695,612,3
536,631,1776,3
876,1698,1770,1
90,244,1219,1
1366,487,493,2
72,1520,170,1
1109,1046,74,2
1382,1564,763,3
1278,991,1157,1
1565,20,1403,3
1357,941,134,1
892,1357,1262,3
1661,548,354,1
1818,587,1140,2
1628,1311,90,2
1851,1245,1593,2
722,1718,377,2
875,1290,54,1
1507,1030,1160,2
766,1348,1651,1
1045,1034,1297,1
1513,1484,1659,3
1534,1587,1377,2
1700,897,1076,3
1324,247,1099,1
637,817,481,1
216,1632,1645,1
1721,1787,1345,1
1659,842,255,2
55,1757,1066,1
1763,57,1215,3
1337,971,91,1
379,116,326,2
1079,703,31,2
794,1071,707,1
1004,1850,1766,1
214,1430,1275,1
94,845,345,2
434,1285,456,2
693,1809,1156,1
1201,720,771,2
934,1319,1175,1
350,1436,54,3
1631,120,437,1
75,1399,378,3
1284,1822,618,1
1361,612,1024,3
1533,457,1651,3
1379,844,788,3
1273,647,1448,3
1545,95,1255,2
632,837,1768,2
1754,1479,1364,2
1161,29,1043,2
231,531,502,3
1299,1825,1739,1
754,1199,1409,2
829,311,812,2
1052,1692,369,2
1749,1761,1142,1
1134,1737,638,1
1001,120,780,1
615,1228,974,2
61,1627,978,2
917,186,1516,3
1635,427,949,3
1665,1536,746,1
688,482,1261,2
48,1364,107,2
105,634,1388,3
445,664,1011,1
1054,229,1220,1
338,1061,34,2
45,1579,640,3
1304,703,1161,1
523,453,410,3
1575,345,1153,2
177,1833,1700,3
568,1492,619,1
615,519,1126,3
959,11,394,1
352,1382,1413,1
1092,1309,1798,3
13,1201,1440,1
1398,735,1508,3
765,951,625,2
791,1384,1609,3
1638,658,523,3
1373,1744,1823,1
1033,287,1232,2
1642,1110,1111,1
218,1732,1609,1
270,1218,1545,2
538,127,881,2
1191,945,942,2
611,869,1183,3
861,122,1088,3
1303,1425,929,3
